MÊS,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PRECO MÍNIMO REVENDA,PRECO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PRECO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PRECO MÍNIMO DISTRIBUIÇÃO,PRECO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
Jul/01,ETANOL HIDRATADO,17899,R$/l,1.009,0.165,0.639,1.580,0.193,0.163,0.816,0.156,0.318,1.578,0.192
Aug/01,ETANOL HIDRATADO,28796,R$/l,1.014,0.173,0.649,1.650,0.208,0.171,0.806,0.155,0.400,1.342,0.193
Sep/01,ETANOL HIDRATADO,32994,R$/l,1.027,0.173,0.630,1.790,0.218,0.168,0.809,0.157,0.380,1.421,0.194
Oct/01,ETANOL HIDRATADO,42036,R$/l,1.039,0.166,0.650,1.880,0.224,0.160,0.816,0.150,0.400,1.337,0.184
Nov/01,ETANOL HIDRATADO,34592,R$/l,1.033,0.167,0.670,1.880,0.217,0.162,0.815,0.149,0.410,1.287,0.183
Dec/01,ETANOL HIDRATADO,38506,R$/l,1.029,0.166,0.670,1.880,0.213,0.161,0.816,0.147,0.400,1.338,0.181
Jan/02,ETANOL HIDRATADO,41454,R$/l,1.019,0.164,0.600,1.880,0.206,0.161,0.813,0.142,0.410,1.338,0.175
Feb/02,ETANOL HIDRATADO,36490,R$/l,1.010,0.162,0.679,1.880,0.201,0.160,0.809,0.142,0.410,1.300,0.176
Mar/02,ETANOL HIDRATADO,36486,R$/l,1.010,0.162,0.659,1.700,0.205,0.160,0.805,0.145,0.410,1.310,0.180
Apr/02,ETANOL HIDRATADO,45003,R$/l,1.010,0.158,0.659,1.700,0.208,0.157,0.801,0.142,0.320,1.310,0.177
May/02,ETANOL HIDRATADO,46918,R$/l,1.002,0.158,0.659,1.700,0.208,0.158,0.793,0.143,0.410,1.298,0.180
Jun/02,ETANOL HIDRATADO,36794,R$/l,0.991,0.166,0.537,1.700,0.214,0.167,0.777,0.157,0.387,1.385,0.202
Jul/02,ETANOL HIDRATADO,54610,R$/l,0.940,0.190,0.500,1.700,0.223,0.202,0.717,0.176,0.367,1.330,0.246
Aug/02,ETANOL HIDRATADO,44339,R$/l,0.912,0.181,0.539,1.700,0.223,0.199,0.689,0.156,0.377,1.330,0.227
Sep/02,ETANOL HIDRATADO,37893,R$/l,0.935,0.161,0.589,1.700,0.215,0.172,0.720,0.139,0.364,1.336,0.192
Oct/02,ETANOL HIDRATADO,39232,R$/l,1.014,0.140,0.649,1.700,0.209,0.138,0.804,0.125,0.379,1.336,0.156
Nov/02,ETANOL HIDRATADO,34131,R$/l,1.298,0.167,0.830,1.870,0.315,0.129,0.984,0.170,0.475,1.628,0.173
Dec/02,ETANOL HIDRATADO,42188,R$/l,1.313,0.169,0.799,1.970,0.250,0.129,1.064,0.165,0.490,1.879,0.156
Jan/03,ETANOL HIDRATADO,34542,R$/l,1.386,0.151,0.939,1.984,0.248,0.109,1.138,0.144,0.442,1.697,0.127
Feb/03,ETANOL HIDRATADO,34029,R$/l,1.569,0.181,1.099,2.490,0.312,0.116,1.257,0.171,0.505,1.987,0.136
Mar/03,ETANOL HIDRATADO,36919,R$/l,1.586,0.195,1.130,2.600,0.271,0.123,1.314,0.195,0.550,2.180,0.149
Apr/03,ETANOL HIDRATADO,39413,R$/l,1.562,0.215,1.087,2.600,0.254,0.138,1.308,0.209,0.695,2.527,0.159
May/03,ETANOL HIDRATADO,33844,R$/l,1.506,0.232,0.899,2.600,0.236,0.154,1.270,0.223,0.732,2.527,0.175
Jun/03,ETANOL HIDRATADO,37652,R$/l,1.348,0.299,0.690,2.600,0.234,0.222,1.114,0.288,0.487,2.526,0.258
Jul/03,ETANOL HIDRATADO,39130,R$/l,1.203,0.298,0.679,2.550,0.270,0.248,0.933,0.273,0.373,2.526,0.293
Aug/03,ETANOL HIDRATADO,33552,R$/l,1.208,0.252,0.720,2.550,0.288,0.208,0.920,0.215,0.431,2.180,0.233
Sep/03,ETANOL HIDRATADO,40369,R$/l,1.233,0.243,0.729,2.400,0.274,0.197,0.959,0.204,0.468,2.034,0.213
Oct/03,ETANOL HIDRATADO,35025,R$/l,1.201,0.253,0.690,2.400,0.288,0.211,0.913,0.211,0.404,1.870,0.231
Nov/03,ETANOL HIDRATADO,33409,R$/l,1.176,0.246,0.690,2.400,0.294,0.210,0.882,0.187,0.412,1.870,0.212
Dec/03,ETANOL HIDRATADO,41598,R$/l,1.191,0.229,0.749,2.400,0.280,0.192,0.911,0.166,0.483,1.870,0.183
Jan/04,ETANOL HIDRATADO,33157,R$/l,1.205,0.229,0.730,2.400,0.267,0.190,0.938,0.172,0.555,1.770,0.183
Feb/04,ETANOL HIDRATADO,33194,R$/l,1.170,0.257,0.559,2.400,0.289,0.220,0.882,0.219,0.339,1.941,0.248
Mar/04,ETANOL HIDRATADO,41415,R$/l,1.055,0.293,0.499,2.400,0.310,0.278,0.744,0.236,0.278,1.979,0.317
Apr/04,ETANOL HIDRATADO,33285,R$/l,1.032,0.263,0.559,2.400,0.302,0.255,0.730,0.198,0.297,1.891,0.272
May/04,ETANOL HIDRATADO,40002,R$/l,1.289,0.257,0.590,2.400,0.381,0.199,0.908,0.186,0.326,1.891,0.205
Jun/04,ETANOL HIDRATADO,52287,R$/l,1.359,0.237,0.669,2.400,0.379,0.174,0.980,0.183,0.340,1.871,0.187
Jul/04,ETANOL HIDRATADO,46315,R$/l,1.381,0.234,0.699,2.400,0.366,0.169,1.015,0.185,0.380,1.847,0.182
Aug/04,ETANOL HIDRATADO,55852,R$/l,1.462,0.225,0.690,2.320,0.350,0.154,1.112,0.188,0.379,1.850,0.169
Sep/04,ETANOL HIDRATADO,48033,R$/l,1.487,0.233,0.810,2.250,0.333,0.157,1.154,0.197,0.436,1.897,0.171
Oct/04,ETANOL HIDRATADO,46140,R$/l,1.534,0.211,0.869,2.484,0.334,0.138,1.200,0.185,0.436,1.878,0.154
Nov/04,ETANOL HIDRATADO,54839,R$/l,1.445,0.219,0.990,2.372,0.269,0.152,1.176,0.190,0.466,2.085,0.162
Dec/04,ETANOL HIDRATADO,48415,R$/l,1.478,0.242,1.050,2.372,0.277,0.164,1.201,0.222,0.466,1.993,0.185
Jan/05,ETANOL HIDRATADO,53931,R$/l,1.460,0.248,0.979,2.372,0.272,0.170,1.188,0.229,0.741,2.027,0.193
Feb/05,ETANOL HIDRATADO,43138,R$/l,1.448,0.254,0.990,2.372,0.206,0.175,1.242,0.237,0.480,2.088,0.191
Mar/05,ETANOL HIDRATADO,52519,R$/l,1.444,0.250,0.990,2.372,0.207,0.173,1.237,0.230,0.480,2.005,0.186
Apr/05,ETANOL HIDRATADO,45994,R$/l,1.451,0.259,0.999,2.372,0.207,0.178,1.244,0.235,0.480,1.966,0.189
May/05,ETANOL HIDRATADO,54816,R$/l,1.354,0.299,0.760,2.385,0.224,0.221,1.130,0.291,0.600,1.995,0.258
Jun/05,ETANOL HIDRATADO,48750,R$/l,1.210,0.328,0.759,2.385,0.208,0.271,1.002,0.288,0.512,1.975,0.287
Jul/05,ETANOL HIDRATADO,46050,R$/l,1.256,0.292,0.820,2.385,0.208,0.232,1.048,0.254,0.587,1.985,0.242
Aug/05,ETANOL HIDRATADO,29697,R$/l,1.271,0.286,0.799,2.385,0.211,0.225,1.060,0.249,0.557,1.991,0.235
Sep/05,ETANOL HIDRATADO,29556,R$/l,1.308,0.259,0.870,2.399,0.264,0.198,1.044,0.214,0.506,1.890,0.205
Oct/05,ETANOL HIDRATADO,40650,R$/l,1.434,0.223,0.949,2.372,0.229,0.156,1.205,0.197,0.701,1.979,0.163
Nov/05,ETANOL HIDRATADO,52504,R$/l,1.450,0.234,1.090,2.410,0.193,0.161,1.257,0.208,0.830,2.067,0.165
Dec/05,ETANOL HIDRATADO,45823,R$/l,1.536,0.226,1.089,2.550,0.199,0.147,1.337,0.197,0.820,2.166,0.147
Jan/06,ETANOL HIDRATADO,52997,R$/l,1.693,0.231,1.149,2.620,0.208,0.136,1.485,0.200,0.990,2.190,0.135
Feb/06,ETANOL HIDRATADO,39296,R$/l,1.732,0.238,1.290,2.650,0.199,0.137,1.533,0.215,1.050,2.211,0.140
Mar/06,ETANOL HIDRATADO,51989,R$/l,1.950,0.243,1.399,2.910,0.249,0.125,1.701,0.212,1.145,2.692,0.125
Apr/06,ETANOL HIDRATADO,43394,R$/l,1.943,0.283,1.290,3.150,0.223,0.146,1.720,0.267,1.099,2.952,0.155
May/06,ETANOL HIDRATADO,51907,R$/l,1.710,0.356,1.089,3.150,0.230,0.208,1.480,0.357,0.900,2.925,0.241
Jun/06,ETANOL HIDRATADO,45614,R$/l,1.555,0.339,1.089,2.840,0.220,0.218,1.335,0.313,0.875,2.692,0.234
Jul/06,ETANOL HIDRATADO,46215,R$/l,1.571,0.306,1.080,2.800,0.222,0.195,1.349,0.272,0.899,2.321,0.202
Aug/06,ETANOL HIDRATADO,53363,R$/l,1.576,0.298,1.060,3.150,0.225,0.189,1.351,0.275,0.842,2.312,0.204
Sep/06,ETANOL HIDRATADO,44288,R$/l,1.515,0.320,0.979,2.800,0.248,0.211,1.267,0.298,0.830,2.300,0.235
Oct/06,ETANOL HIDRATADO,44121,R$/l,1.466,0.320,0.979,2.800,0.250,0.218,1.216,0.283,0.800,2.287,0.233
Nov/06,ETANOL HIDRATADO,43874,R$/l,1.448,0.306,0.990,2.890,0.242,0.211,1.206,0.257,0.800,2.220,0.213
Dec/06,ETANOL HIDRATADO,39867,R$/l,1.448,0.290,0.999,2.800,0.238,0.200,1.210,0.239,0.868,2.235,0.198
Jan/07,ETANOL HIDRATADO,53047,R$/l,1.544,0.237,1.090,2.800,0.235,0.153,1.309,0.206,0.899,2.305,0.157
Feb/07,ETANOL HIDRATADO,46286,R$/l,1.545,0.241,1.129,2.800,0.240,0.156,1.305,0.221,0.820,2.305,0.169
Mar/07,ETANOL HIDRATADO,46214,R$/l,1.540,0.240,1.099,2.800,0.234,0.156,1.306,0.215,0.970,2.306,0.165
Apr/07,ETANOL HIDRATADO,46002,R$/l,1.630,0.224,1.159,2.780,0.217,0.137,1.413,0.193,1.119,2.311,0.137
May/07,ETANOL HIDRATADO,57160,R$/l,1.626,0.239,1.090,2.780,0.255,0.147,1.371,0.248,0.740,2.311,0.181
Jun/07,ETANOL HIDRATADO,45800,R$/l,1.463,0.278,0.850,2.780,0.321,0.190,1.142,0.299,0.689,2.314,0.262
Jul/07,ETANOL HIDRATADO,54071,R$/l,1.351,0.289,0.850,2.780,0.297,0.214,1.054,0.272,0.685,2.314,0.258
Aug/07,ETANOL HIDRATADO,38968,R$/l,1.305,0.297,0.850,2.800,0.273,0.228,1.032,0.255,0.690,2.050,0.247
Sep/07,ETANOL HIDRATADO,32415,R$/l,1.279,0.297,0.829,2.800,0.265,0.232,1.014,0.246,0.618,2.032,0.243
Oct/07,ETANOL HIDRATADO,40758,R$/l,1.268,0.289,0.840,2.890,0.264,0.228,1.004,0.236,0.685,2.032,0.235
Nov/07,ETANOL HIDRATADO,32534,R$/l,1.360,0.253,0.870,2.800,0.252,0.186,1.108,0.195,0.753,2.113,0.176
Dec/07,ETANOL HIDRATADO,35608,R$/l,1.467,0.238,1.059,2.780,0.257,0.162,1.210,0.203,0.674,2.113,0.168
Jan/08,ETANOL HIDRATADO,37812,R$/l,1.464,0.241,0.989,2.780,0.259,0.165,1.205,0.216,0.839,2.261,0.179
Feb/08,ETANOL HIDRATADO,32688,R$/l,1.420,0.257,0.949,2.780,0.261,0.181,1.159,0.225,0.799,2.261,0.194
Mar/08,ETANOL HIDRATADO,32757,R$/l,1.439,0.244,0.979,2.780,0.245,0.170,1.194,0.206,0.890,2.261,0.173
Apr/08,ETANOL HIDRATADO,41092,R$/l,1.437,0.246,1.010,2.780,0.241,0.171,1.196,0.214,0.830,2.261,0.179
May/08,ETANOL HIDRATADO,33092,R$/l,1.441,0.248,0.979,2.800,0.249,0.172,1.192,0.221,0.800,2.261,0.185
Jun/08,ETANOL HIDRATADO,33280,R$/l,1.414,0.266,0.889,2.780,0.278,0.188,1.136,0.249,0.759,2.261,0.219
Jul/08,ETANOL HIDRATADO,41613,R$/l,1.423,0.276,0.960,2.780,0.249,0.194,1.174,0.248,0.850,2.404,0.211
Aug/08,ETANOL HIDRATADO,33237,R$/l,1.428,0.284,0.929,2.780,0.247,0.199,1.181,0.266,0.825,2.332,0.225
Sep/08,ETANOL HIDRATADO,33414,R$/l,1.449,0.269,0.990,2.780,0.245,0.186,1.204,0.254,0.880,2.332,0.211
Oct/08,ETANOL HIDRATADO,41807,R$/l,1.471,0.249,1.000,2.850,0.247,0.169,1.224,0.230,0.790,2.398,0.188
Nov/08,ETANOL HIDRATADO,33405,R$/l,1.478,0.245,1.040,2.850,0.280,0.166,1.198,0.227,0.797,2.398,0.189
Dec/08,ETANOL HIDRATADO,41874,R$/l,1.476,0.243,1.050,2.850,0.265,0.165,1.211,0.210,0.711,2.398,0.173
Jan/09,ETANOL HIDRATADO,33436,R$/l,1.477,0.237,1.050,2.850,0.252,0.160,1.225,0.197,0.711,2.345,0.161
Feb/09,ETANOL HIDRATADO,33505,R$/l,1.499,0.227,1.129,2.850,0.240,0.151,1.259,0.199,0.860,2.033,0.158
Mar/09,ETANOL HIDRATADO,39370,R$/l,1.478,0.242,0.949,2.850,0.273,0.164,1.205,0.237,0.720,2.322,0.197
Apr/09,ETANOL HIDRATADO,36209,R$/l,1.425,0.257,0.879,2.850,0.307,0.180,1.118,0.248,0.680,2.322,0.222
May/09,ETANOL HIDRATADO,33661,R$/l,1.388,0.271,0.850,2.850,0.300,0.195,1.088,0.250,0.669,2.391,0.230
Jun/09,ETANOL HIDRATADO,38734,R$/l,1.340,0.288,0.829,2.850,0.284,0.215,1.056,0.255,0.680,2.391,0.241
Jul/09,ETANOL HIDRATADO,37042,R$/l,1.374,0.265,0.869,2.850,0.256,0.193,1.118,0.236,0.699,2.389,0.211
Aug/09,ETANOL HIDRATADO,17631,R$/l,1.400,0.256,0.920,2.850,0.245,0.183,1.155,0.232,0.699,2.389,0.201
Sep/09,ETANOL HIDRATADO,17921,R$/l,1.447,0.224,0.990,2.850,0.231,0.155,1.216,0.205,0.750,2.387,0.169
Oct/09,ETANOL HIDRATADO,25424,R$/l,1.616,0.201,1.099,2.880,0.253,0.124,1.363,0.193,0.770,2.422,0.142
Nov/09,ETANOL HIDRATADO,30236,R$/l,1.675,0.198,1.239,2.990,0.249,0.118,1.426,0.193,0.748,2.391,0.135
Dec/09,ETANOL HIDRATADO,34116,R$/l,1.703,0.190,1.149,2.990,0.253,0.112,1.450,0.191,0.750,2.391,0.132
Jan/10,ETANOL HIDRATADO,29971,R$/l,1.890,0.182,1.229,2.840,0.265,0.096,1.625,0.178,0.850,2.459,0.110
Feb/10,ETANOL HIDRATADO,31421,R$/l,1.943,0.205,1.169,2.990,0.259,0.106,1.684,0.196,1.020,2.450,0.116
Mar/10,ETANOL HIDRATADO,40918,R$/l,1.763,0.283,1.159,2.990,0.287,0.161,1.476,0.292,0.779,2.368,0.198
Apr/10,ETANOL HIDRATADO,33225,R$/l,1.629,0.269,1.130,2.990,0.289,0.165,1.340,0.253,0.748,2.288,0.189
May/10,ETANOL HIDRATADO,34680,R$/l,1.545,0.289,0.959,2.990,0.288,0.187,1.257,0.262,0.800,2.375,0.208
Jun/10,ETANOL HIDRATADO,39938,R$/l,1.475,0.300,0.960,2.840,0.272,0.203,1.203,0.260,0.779,2.194,0.216
Jul/10,ETANOL HIDRATADO,33401,R$/l,1.501,0.272,0.989,2.790,0.263,0.181,1.238,0.235,0.792,2.269,0.190
Aug/10,ETANOL HIDRATADO,39452,R$/l,1.549,0.245,1.079,2.790,0.258,0.158,1.291,0.218,0.800,2.111,0.169
Sep/10,ETANOL HIDRATADO,35782,R$/l,1.566,0.237,1.099,2.790,0.248,0.151,1.318,0.216,0.800,2.030,0.164
Oct/10,ETANOL HIDRATADO,33479,R$/l,1.673,0.209,1.199,2.790,0.254,0.125,1.419,0.201,0.800,2.111,0.142
Nov/10,ETANOL HIDRATADO,41036,R$/l,1.721,0.200,1.219,2.790,0.249,0.116,1.472,0.196,0.820,2.154,0.133
Dec/10,ETANOL HIDRATADO,34274,R$/l,1.778,0.183,1.299,2.790,0.244,0.103,1.534,0.182,0.820,2.208,0.119
Jan/11,ETANOL HIDRATADO,37173,R$/l,1.835,0.175,1.270,2.790,0.242,0.095,1.593,0.179,0.820,2.296,0.112
Feb/11,ETANOL HIDRATADO,29498,R$/l,1.872,0.177,1.399,2.790,0.237,0.095,1.635,0.179,0.820,2.296,0.109
Mar/11,ETANOL HIDRATADO,41873,R$/l,2.083,0.207,1.499,3.000,0.277,0.099,1.806,0.180,0.820,2.518,0.100
Apr/11,ETANOL HIDRATADO,33388,R$/l,2.301,0.245,1.650,3.250,0.314,0.106,1.987,0.194,1.097,2.870,0.098
May/11,ETANOL HIDRATADO,39243,R$/l,2.032,0.325,1.370,3.200,0.285,0.160,1.747,0.301,1.000,2.936,0.172
Jun/11,ETANOL HIDRATADO,35831,R$/l,1.859,0.278,1.329,3.100,0.263,0.150,1.596,0.242,1.115,2.585,0.152
Jul/11,ETANOL HIDRATADO,33418,R$/l,1.932,0.238,1.440,2.990,0.254,0.123,1.678,0.211,1.129,2.459,0.126
Aug/11,ETANOL HIDRATADO,41151,R$/l,1.946,0.233,1.399,2.990,0.253,0.120,1.693,0.209,1.070,2.383,0.123
Sep/11,ETANOL HIDRATADO,33933,R$/l,2.006,0.213,1.529,3.099,0.255,0.106,1.751,0.192,1.270,2.482,0.110
Oct/11,ETANOL HIDRATADO,37361,R$/l,2.005,0.221,1.459,2.990,0.259,0.110,1.746,0.194,1.180,2.501,0.111
Nov/11,ETANOL HIDRATADO,37623,R$/l,2.030,0.211,1.499,2.990,0.236,0.104,1.794,0.184,1.270,2.531,0.103
Dec/11,ETANOL HIDRATADO,33485,R$/l,2.055,0.206,1.560,2.990,0.235,0.100,1.820,0.188,1.270,2.632,0.103
Jan/12,ETANOL HIDRATADO,39795,R$/l,2.034,0.220,1.490,2.990,0.263,0.108,1.771,0.211,1.280,2.666,0.119
Feb/12,ETANOL HIDRATADO,34510,R$/l,1.982,0.245,1.390,2.990,0.288,0.124,1.694,0.224,1.000,2.676,0.132
Mar/12,ETANOL HIDRATADO,33793,R$/l,1.997,0.235,1.300,2.999,0.264,0.118,1.733,0.203,1.246,2.684,0.117
Apr/12,ETANOL HIDRATADO,33731,R$/l,1.986,0.227,1.499,3.120,0.247,0.114,1.739,0.198,1.280,2.684,0.114
May/12,ETANOL HIDRATADO,40688,R$/l,1.967,0.240,1.399,3.120,0.261,0.122,1.706,0.226,1.195,2.691,0.132
Jun/12,ETANOL HIDRATADO,33049,R$/l,1.938,0.255,1.399,3.120,0.282,0.132,1.656,0.249,1.230,2.687,0.150
Jul/12,ETANOL HIDRATADO,37732,R$/l,1.909,0.267,1.299,3.120,0.287,0.140,1.622,0.253,1.241,2.661,0.156
Aug/12,ETANOL HIDRATADO,36455,R$/l,1.890,0.275,1.289,3.120,0.290,0.146,1.600,0.259,1.173,2.663,0.162
Sep/12,ETANOL HIDRATADO,32881,R$/l,1.888,0.273,1.289,3.120,0.282,0.145,1.606,0.245,1.173,2.667,0.153
Oct/12,ETANOL HIDRATADO,40179,R$/l,1.888,0.270,1.299,3.120,0.300,0.143,1.588,0.252,1.154,2.595,0.159
Nov/12,ETANOL HIDRATADO,33523,R$/l,1.896,0.268,1.299,3.120,0.302,0.141,1.594,0.244,1.147,2.433,0.153
Dec/12,ETANOL HIDRATADO,33947,R$/l,1.936,0.247,1.459,3.120,0.269,0.128,1.667,0.221,1.189,2.469,0.133
Jul/01,GASOLINA COMUM,18708,R$/l,1.681,0.099,1.379,2.000,0.214,0.059,1.467,0.076,0.895,1.791,0.052
Aug/01,GASOLINA COMUM,29950,R$/l,1.711,0.092,1.440,2.380,0.207,0.054,1.504,0.052,1.023,1.750,0.034
Sep/01,GASOLINA COMUM,34530,R$/l,1.718,0.100,1.430,2.380,0.214,0.058,1.504,0.054,1.009,1.821,0.036
Oct/01,GASOLINA COMUM,44072,R$/l,1.779,0.105,1.410,2.480,0.242,0.059,1.537,0.062,1.023,1.868,0.041
Nov/01,GASOLINA COMUM,36267,R$/l,1.780,0.106,1.440,2.450,0.229,0.059,1.552,0.061,1.080,1.910,0.039
Dec/01,GASOLINA COMUM,40362,R$/l,1.775,0.107,1.380,2.450,0.229,0.060,1.546,0.061,1.071,1.895,0.040
Jan/02,GASOLINA COMUM,43470,R$/l,1.588,0.124,1.170,2.450,0.223,0.078,1.365,0.097,0.690,1.818,0.071
Feb/02,GASOLINA COMUM,38348,R$/l,1.509,0.100,1.170,2.450,0.213,0.066,1.296,0.053,0.829,1.697,0.041
Mar/02,GASOLINA COMUM,38410,R$/l,1.574,0.115,1.239,2.450,0.251,0.073,1.323,0.066,0.833,1.774,0.050
Apr/02,GASOLINA COMUM,47414,R$/l,1.713,0.113,1.360,2.670,0.266,0.066,1.447,0.078,0.835,1.806,0.054
May/02,GASOLINA COMUM,49569,R$/l,1.722,0.106,1.370,2.670,0.238,0.061,1.484,0.059,0.972,1.806,0.040
Jun/02,GASOLINA COMUM,38863,R$/l,1.711,0.109,1.369,2.670,0.236,0.064,1.475,0.057,0.909,1.852,0.039
Jul/02,GASOLINA COMUM,57752,R$/l,1.767,0.124,1.309,2.670,0.257,0.070,1.510,0.069,0.934,1.884,0.046
Aug/02,GASOLINA COMUM,46852,R$/l,1.751,0.119,1.390,2.470,0.239,0.068,1.512,0.065,0.971,1.843,0.043
Sep/02,GASOLINA COMUM,39964,R$/l,1.742,0.118,1.370,2.450,0.230,0.068,1.512,0.065,0.962,1.961,0.043
Oct/02,GASOLINA COMUM,41545,R$/l,1.761,0.109,1.350,2.450,0.233,0.062,1.528,0.065,0.984,1.840,0.043
Nov/02,GASOLINA COMUM,36226,R$/l,1.978,0.113,1.490,2.740,0.299,0.057,1.678,0.104,1.050,2.497,0.062
Dec/02,GASOLINA COMUM,44705,R$/l,2.001,0.140,1.590,2.950,0.293,0.070,1.708,0.081,1.149,2.209,0.047
Jan/03,GASOLINA COMUM,36694,R$/l,2.160,0.136,1.699,2.950,0.304,0.063,1.856,0.102,1.180,2.391,0.055
Feb/03,GASOLINA COMUM,36200,R$/l,2.223,0.143,1.739,2.950,0.296,0.064,1.927,0.099,1.261,2.482,0.051
Mar/03,GASOLINA COMUM,39311,R$/l,2.215,0.143,1.790,2.950,0.268,0.065,1.947,0.087,1.310,2.394,0.045
Apr/03,GASOLINA COMUM,42127,R$/l,2.195,0.149,1.720,2.950,0.255,0.068,1.941,0.085,1.262,2.350,0.044
May/03,GASOLINA COMUM,36221,R$/l,2.113,0.136,1.749,2.850,0.245,0.064,1.869,0.080,1.240,2.321,0.043
Jun/03,GASOLINA COMUM,40291,R$/l,2.026,0.143,1.669,2.860,0.238,0.071,1.788,0.085,1.153,2.227,0.047
Jul/03,GASOLINA COMUM,41828,R$/l,1.971,0.138,1.620,2.850,0.237,0.070,1.734,0.079,1.170,2.270,0.045
Aug/03,GASOLINA COMUM,35935,R$/l,1.975,0.132,1.630,2.850,0.240,0.067,1.735,0.077,1.158,2.137,0.044
Sep/03,GASOLINA COMUM,43291,R$/l,2.003,0.127,1.640,2.850,0.247,0.063,1.757,0.073,1.158,2.220,0.042
Oct/03,GASOLINA COMUM,37608,R$/l,1.997,0.128,1.620,2.850,0.243,0.064,1.755,0.069,1.190,2.390,0.039
Nov/03,GASOLINA COMUM,35911,R$/l,1.993,0.128,1.620,2.850,0.246,0.064,1.747,0.069,1.510,2.125,0.039
Dec/03,GASOLINA COMUM,44759,R$/l,1.998,0.125,1.610,2.850,0.246,0.063,1.753,0.070,1.451,2.149,0.040
Jan/04,GASOLINA COMUM,35766,R$/l,2.007,0.126,1.610,2.850,0.246,0.063,1.761,0.070,1.520,2.149,0.039
Feb/04,GASOLINA COMUM,35740,R$/l,2.003,0.131,1.610,2.850,0.254,0.065,1.749,0.075,1.490,2.158,0.043
Mar/04,GASOLINA COMUM,44631,R$/l,1.981,0.139,1.559,2.850,0.264,0.070,1.717,0.080,1.400,2.328,0.046
Apr/04,GASOLINA COMUM,35862,R$/l,1.972,0.140,1.560,2.850,0.263,0.071,1.709,0.080,1.370,2.188,0.047
May/04,GASOLINA COMUM,43335,R$/l,2.086,0.143,1.529,2.850,0.330,0.069,1.756,0.080,1.146,2.214,0.046
Jun/04,GASOLINA COMUM,56676,R$/l,2.157,0.148,1.560,2.890,0.347,0.069,1.810,0.088,1.170,2.735,0.049
Jul/04,GASOLINA COMUM,50174,R$/l,2.203,0.140,1.590,3.000,0.341,0.064,1.862,0.074,1.477,2.473,0.040
Aug/04,GASOLINA COMUM,60595,R$/l,2.226,0.139,1.690,3.000,0.337,0.062,1.889,0.075,1.325,2.258,0.040
Sep/04,GASOLINA COMUM,52104,R$/l,2.232,0.143,1.690,3.000,0.333,0.064,1.899,0.076,1.450,2.279,0.040
Oct/04,GASOLINA COMUM,49917,R$/l,2.262,0.145,1.690,3.100,0.339,0.064,1.923,0.080,1.475,2.325,0.042
Nov/04,GASOLINA COMUM,59375,R$/l,2.214,0.148,1.709,3.100,0.276,0.067,1.938,0.084,1.530,2.551,0.043
Dec/04,GASOLINA COMUM,52358,R$/l,2.303,0.146,1.849,3.100,0.296,0.063,2.007,0.081,1.518,2.510,0.040
Jan/05,GASOLINA COMUM,58210,R$/l,2.296,0.146,1.870,3.220,0.287,0.064,2.009,0.079,1.477,2.510,0.039
Feb/05,GASOLINA COMUM,46568,R$/l,2.285,0.150,1.920,3.220,0.280,0.066,2.005,0.078,1.477,2.444,0.039
Mar/05,GASOLINA COMUM,56656,R$/l,2.291,0.144,1.940,3.220,0.290,0.063,2.001,0.077,1.477,2.490,0.038
Apr/05,GASOLINA COMUM,49555,R$/l,2.302,0.157,1.929,3.200,0.289,0.068,2.013,0.090,1.477,2.565,0.045
May/05,GASOLINA COMUM,58946,R$/l,2.283,0.160,1.845,3.200,0.286,0.070,1.997,0.093,1.477,2.505,0.047
Jun/05,GASOLINA COMUM,52438,R$/l,2.256,0.172,1.698,3.200,0.286,0.076,1.970,0.097,1.477,2.529,0.049
Jul/05,GASOLINA COMUM,49437,R$/l,2.267,0.165,1.880,3.200,0.289,0.073,1.978,0.095,1.640,2.564,0.048
Aug/05,GASOLINA COMUM,31856,R$/l,2.273,0.162,1.889,3.200,0.293,0.071,1.980,0.093,1.735,2.552,0.047
Sep/05,GASOLINA COMUM,31701,R$/l,2.401,0.188,1.890,3.600,0.328,0.078,2.073,0.134,1.799,2.940,0.065
Oct/05,GASOLINA COMUM,43735,R$/l,2.470,0.161,1.979,3.370,0.295,0.065,2.175,0.097,1.729,2.834,0.045
Nov/05,GASOLINA COMUM,56700,R$/l,2.478,0.163,1.870,3.300,0.298,0.066,2.180,0.093,1.840,2.780,0.043
Dec/05,GASOLINA COMUM,49443,R$/l,2.483,0.162,2.040,3.300,0.295,0.065,2.188,0.094,1.950,2.800,0.043
Jan/06,GASOLINA COMUM,57239,R$/l,2.511,0.160,2.080,3.500,0.299,0.064,2.212,0.088,2.000,2.748,0.040
Feb/06,GASOLINA COMUM,42334,R$/l,2.523,0.160,2.070,3.300,0.307,0.063,2.216,0.087,2.000,2.788,0.039
Mar/06,GASOLINA COMUM,56264,R$/l,2.587,0.153,2.120,3.500,0.316,0.059,2.271,0.084,2.000,2.762,0.037
